import_batch,source_file,source_relpath,source_sha256,activity_id,start_time,start_time_raw,start_time_utc,start_timezone,start_time_resolution,start_lat,start_lon,sport,sub_sport,distance_mi,duration_s,avg_hr,max_hr,ascent_m,weather_temp_c,weather_temp_f,weather_source,weather_observation_time,weather_fetch_error,parser,parse_error
COROS_export_2026-07-06,478655225603850249.fit,data/coros_exports/COROS_export_2026-07-06/478655225603850249.fit,cb8cb33bb045fb0d16302cac825ec826bc60c918a6edfa82f0822eede12ac24c,478655225603850249,2026-07-03T08:30:51-04:00,2026-07-03 12:30:51+00:00,2026-07-03T12:30:51+00:00,America/New_York,source_offset,40.811371,-73.954197,running,,4.39,3141,138,156,56,30.7,87.3,open-meteo,2026-07-03T08:00,,fitdecode,
